Year,Month,Day,Season,Food_Type,Inflation_Rate,Exchange_Rate,GDP_Growth,Crop_Yield,Fertilizer_Price,Water_Availability,Temperature,Rainfall,Humidity,Transport_Cost,Demand_Index,Previous_Price,Food_Price,Previous_Lag,Rainfall_3m_avg,GDP_Growth_diff,Demand_Trend,Temperature_3m_avg,TransportCost_3m_avg,Rainfall_Demand,Temp_Crop,Rainfall_Temp,Yield_Demand
2018,9,24,Winter,Tomato,8.024840839871093,0.9148155777604574,4.948793025515682,5.4997993761898325,32.85450986076445,93.83828183808748,3.1867658722872,89.13651468695251,27.733187919197626,278.36048019237626,0.9799388347171236,1.1636130082662564,1.1419483866924762,1.0863299858728357,137.18403372723697,4.663096335260796,0.0874452783104388,8.452130616013024,373.6353403756461,87.34833233307802,17.52657295646819,284.05720297900706,5.389466991881428
2010,12,17,Autumn,Tomato,4.594911512197552,0.2762120213103668,-0.2112332918443789,9.233269555949988,34.925361924104465,67.10408743579538,33.78035294560828,169.92139208906914,44.82355103485436,52.87364227257511,1.1000205481193035,0.8718732435480968,0.936523246208536,1.1636130082662564,158.2572261104318,-5.160026317360061,0.12008171340217988,12.984309961592514,251.89816751531177,186.91702286301293,311.90310444193045,5740.004597777846,10.156786237869383
2020,7,27,Autumn,Tomato,3.9359184426449336,0.1624251707876489,5.7057803155248905,4.786043736186403,42.807613495507766,91.06286523360065,37.57519579601348,142.8151206597299,40.10672941578572,179.16715992871076,0.7916625787093032,0.8950173299695511,0.9455653103623504,0.8718732435480968,133.9576758119172,5.917013607369269,-0.30835796941000027,24.84743820463632,170.1337607978874,113.06138670016206,179.836530475488,5366.306121420641,3.7889317260048356
2020,9,17,Summer,Tomato,9.093611554785136,0.190700201239684,-1.9027642024814693,6.111915913278486,33.86988762358038,55.53158684776036,11.798919232588885,199.10134960879444,40.741568431919305,327.617113269084,1.1949818861265429,1.1885580376166558,1.2044885807459995,0.8950173299695511,170.61262078586452,-7.60854451800636,0.40331930741723965,27.71815599140355,186.55263849012331,237.9225062858574,72.11400221714759,2349.1807431336083,7.303628805896357
2019,8,2,Winter,Tomato,9.101133946791808,0.1163996430863947,5.759030613661112,8.269224101929144,91.741233970114,92.3226145867259,7.183510291459919,281.0489217974274,36.35254257349369,491.5337801123405,1.3601223971892047,0.872390781083796,0.9139949594653116,1.1885580376166558,207.65513068865062,7.6617948161425815,0.1651405110626618,18.852541773354094,332.77268443671176,382.2609332425583,59.40205643859641,2018.9178221355337,11.247156908410615
2021,12,2,Autumn,Tomato,9.670723185801036,0.1849986646803355,-1.654720704395391,5.172342258570161,26.418699652931377,56.37443311659912,23.97997944575571,219.7716291630751,22.94652327454533,334.3160871575008,1.2798509888933498,1.1417540373478317,1.2281883714107906,0.872390781083796,233.30730018976564,-7.413751318056503,-0.08027140829585488,14.320802989934839,384.4889935129751,281.2749369150642,124.03266104692614,5270.119150090787,6.619827354525883
2021,2,28,Autumn,Tomato,10.132405525564714,0.7147060960747211,5.129144909584569,6.976693601822988,61.96091116562037,69.86436452801837,13.39303769941434,64.48211357722703,21.251175431338968,166.91161147887192,0.5396188253483571,0.996911142579214,0.977798426285185,1.1417540373478317,188.43422151257653,6.78386561397996,-0.7402321635449927,14.852175812209987,330.9204929162377,34.7957623845226,93.4391204264781,863.6113780777188,3.76475520623112
2023,1,22,Spring,Tomato,6.113423988609378,0.1640697836142061,2.221608872690399,8.89890966997396,52.83174615917292,89.86476828897767,-3.857613995284481,9.3549405183854,89.14056728152221,335.30256639482513,0.9805069472578288,0.8988924297612708,0.8677967134271618,0.996911142579214,97.86956108622918,-2.90753603689417,0.4408881219094717,11.171801049961857,278.843421677066,9.172584169460638,-34.32855848566395,-36.087749468777375,8.725442754429341
2023,7,23,Autumn,Tomato,6.015162946871996,0.3870780672643852,5.943718368954403,9.596164989261135,98.59028935268852,57.49587136743869,2.026866881478566,78.67921328994753,49.94411936151036,292.99342087213495,0.6049301784181749,1.1482999605090043,1.1867894561138514,0.8988924297612708,50.83875579518667,3.722109496264004,-0.37557676883965396,3.854096861869475,265.069199581944,47.595430533289594,19.450149005937515,159.4722916781829,5.805009799083981
2023,7,5,Autumn,Tomato,8.982951789667752,0.8603877798725091,-1.409627482116809,3.1765878474323035,28.963112173444188,61.46256976163208,27.21875029813289,178.52337921007646,46.90286530117771,400.9304278180146,0.7420450158625275,0.9781221020010662,1.038344285965883,1.1482999605090043,88.85251100613648,-7.353345851071212,0.1371148374443526,8.462667728108991,343.07547169499156,132.4723837577732,86.46275141934332,4859.1832810979595,2.3571711796366155
2012,8,1,Spring,Tomato,7.4996393077776515,0.1209447421622432,2.4308342752105663,9.412701001291955,51.82844792365933,86.1126284196533,24.651577385956813,15.427744045275103,67.57530978851489,98.14128747213128,1.4866625932671464,1.005926941571876,1.058694878260998,0.9781221020010662,90.87677884843305,3.8404617573273754,0.744617577404619,17.96573152185609,264.0217120540936,22.935849970610462,232.0379271442218,380.31822622283363,13.993510480228965
2021,5,1,Summer,Tomato,8.019668772577035,0.8330216343300422,5.754420284952792,5.9369303446363055,97.55763466202951,86.00182682730372,-3.780680337343243,148.9098741603709,35.27777215055449,392.4625561259126,0.6424955429015132,0.9436933477599064,0.999902299619906,1.005926941571876,114.28699913857417,3.3235860097422254,-0.8441670503656332,16.029882448915487,297.1780904720195,95.67393044206351,-22.44563581814292,-562.9806332743709,3.814451284945571
2016,3,19,Autumn,Tomato,8.95792669436101,0.35366929729606,2.1847827533611905,4.065955106391667,89.24057007151842,82.05738164426486,4.988747286982726,179.05285467506675,86.49728287651577,293.5699604042496,0.998888153451356,1.037180340573971,1.0238179966777774,0.9436933477599064,114.46349096023759,-3.569637531591601,0.3563926105498427,8.619881445198764,261.3912680007645,178.8537753765714,20.284022506004987,893.2494429867515,4.061434388239683
2013,12,2,Spring,Tomato,9.900053418175665,0.2063483448594906,3.0351891050821003,5.67308604990609,85.3657656759424,84.697422223355,5.3983658464632125,100.27316724508825,75.04415100908864,483.3464017365476,1.118155734318119,0.8654095490340091,0.9204209021715296,1.037180340573971,142.74529869350863,0.8504063517209097,0.11926758086676303,2.202144265367565,389.79297275556996,112.1210169533352,30.62539397585993,541.311241372578,6.343393697982621
2018,8,21,Winter,Tomato,4.379951568515358,0.7270634488277355,3.5659895118769374,9.840260602283816,40.63222616359519,77.13622216737981,25.23517346194278,231.27366112374656,26.25877016185817,203.84247471740875,1.202464970544104,0.9564326146607044,0.8837837254214348,0.8654095490340091,170.1998943479672,0.5308004067948371,0.08430923622598496,11.874095531796238,326.9196122860687,278.098476110793,248.32068320935363,5836.230955636317,11.832568675271515
2012,6,12,Summer,Tomato,4.75582952639944,0.6660485621018956,1.6363285181421858,5.940944751942957,33.67100699120527,62.58995294534763,-4.113025801053613,31.97947594013154,49.23065430494498,334.6798519102767,1.059648683486914,1.187764928934115,1.1983334469896774,0.9564326146607044,121.17543476965545,-1.9296609937347515,-0.14281628705718985,8.84017116911746,340.6229094547444,33.88700957856183,-24.43525904737544,-131.53240964593428,6.295314285064846
2014,11,26,Winter,Tomato,1.93981939840869,0.8897248121743476,3.0204646406725075,4.630012882300066,73.49145759395448,67.28479967519597,-0.3151138106941769,22.54133452074263,81.53828152935154,469.4126474795079,0.5097708474191837,0.9032533730804512,0.8139683416762766,1.187764928934115,95.26482386154026,1.3841361225303217,-0.5498778360677304,6.935677950064995,335.9783247023978,11.490915200598268,-1.4589810029047032,-7.103085818963407,2.3602455905718416
2012,3,6,Winter,Tomato,6.78280140996174,0.7615639394234972,2.674514495384802,7.067206834533806,94.35007913020686,59.079885840071285,30.996223841793523,218.456626861081,86.13124156039872,96.12937759580566,0.8264613082439919,1.0626946658165168,1.0254123252417942,0.9032533730804512,90.9924791073184,-0.3459501452877056,0.31669046082480823,8.856028076681909,300.07395899519673,180.54594963017857,219.0567249794629,6771.33050590923,5.84077300609969
2016,1,23,Spring,Tomato,1.3594227379674209,0.8231328373463637,5.209264083927912,3.921164950225545,64.54103144111438,95.42252806668142,3.0345097924450126,148.64739486185954,52.71810578749088,471.75281925640303,1.0177116433847115,0.930076025689878,0.9052358407051706,1.0626946658165168,129.88178541456105,2.53474958854311,0.19125033514071965,11.23853994118145,345.7649481105723,151.2801845097192,11.898813439251576,451.07197532975323,3.99061522547657
2014,3,4,Autumn,Tomato,5.655980181324601,0.3538311153141759,-1.636428957268337,2.606906624869312,65.72901515759199,79.16958973830603,24.37357485333436,206.5207189283208,62.93879724474954,359.548575035366,0.5878664991448334,1.1093892502746403,1.086352270311912,0.930076025689878,191.2082468837538,-6.845693041196249,-0.4298451442398782,19.468102829190965,309.1435906291916,121.40661203726607,63.53963375690541,5033.648201563854,1.5325130711593957
2018,5,23,Spring,Tomato,6.426446347075766,0.2596955894017505,0.2477055167378425,3.031037775285194,42.39832749282273,70.042570838182,5.718225147102693,130.44820158112387,31.692376226445266,80.52667659732735,0.8506269312091808,0.8523494642873399,0.8856707380689093,1.1093892502746403,161.87210512376808,1.8841344740061796,0.2627604320643474,11.04210326429402,303.9426902963655,110.962753392708,17.332156428453995,745.9321866755038,2.578282361169947
2016,3,11,Spring,Tomato,3.865412521282844,0.7755532764767725,5.60329187261247,3.0243667116621795,81.55943465535495,73.10029018220663,-0.5251373258294674,73.92060997173205,89.38180382958836,185.4336051260673,0.5332031087913666,1.1879284180314178,1.1614514183393507,0.8523494642873399,136.96317682705893,5.355586355874627,-0.3174238224178142,9.855554224869193,208.50295225292027,39.41469904068162,-1.5882078472899368,-38.818471444238426,1.6126017327833966
2011,1,24,Spring,Tomato,6.908332605690108,0.8261512653405376,5.1221102711273305,3.215221548098355,34.96349988460187,97.36416698059077,5.942748594975434,245.7306953022599,36.21701909684104,368.6774398903767,0.5785784971550207,0.9815158165534555,0.9714442123762465,1.1879284180314178,150.03316895170528,-0.48118160148513933,0.04537538836365418,3.7119454720828844,211.54590720459046,142.17449639283984,19.10725333749624,1460.3157442498416,1.8602580513191853
2013,5,27,Spring,Tomato,1.3050024993904945,0.991454627800606,1.6452540222857035,3.110617381195281,45.89433891233949,57.66757015580401,27.50201193350466,239.82476369069377,85.99122418945879,80.30777066094726,0.8969232762015961,0.8944201853385856,0.8474710199172689,0.9815158165534555,186.49202298822857,-3.476856248841627,0.3183447790465753,10.973207734216873,211.47293855913048,215.10441276373064,85.54823633819964,6595.663512971396,2.7899851325513003
2018,10,17,Summer,Tomato,1.3734818874921442,0.4713559092202838,2.961060782412294,7.126997958425717,54.034915089313344,79.31149160083986,33.50634106478286,208.40894125632803,65.4752654294658,311.976707079323,0.6327157540430604,0.8293986989320051,0.8083737391090876,0.8944201853385856,231.3214667497606,1.3158067601265904,-0.2642075221585357,22.31703386442098,253.65397254354903,131.86362041631347,238.79962436302318,6983.0210666848225,4.509363887328679
2021,7,6,Autumn,Tomato,9.226005606596583,0.4348162772135049,0.2190494638490614,3.4550406751931586,60.6088302947564,75.2944339442233,32.359893905514625,81.6435411689888,62.54157564152014,205.64737562883053,1.067540848261558,0.8679031620350164,0.8205624514587565,0.8293986989320051,176.62574870533686,-2.7420113185632324,0.4348250942184977,31.122748967934047,199.31061778970027,87.15781519461974,111.80474968848823,2641.976330298993,3.6883970531738908
2023,7,24,Winter,Tomato,4.601906414112629,0.7987716646677971,-0.4950307222099095,4.765338266590906,39.392778593206415,80.57271177173239,12.873258832830466,177.06920006072613,55.8881957711556,329.4119829953647,1.1894649691372656,1.007909579422407,0.9218735960283436,0.8679031620350164,155.70722749534767,-0.714080186058971,0.12192412087570759,26.24649793437598,282.3453552345061,210.61761058539193,61.3454329318164,2279.4576437039677,5.668202934199183
2011,11,5,Winter,Tomato,2.270605126518848,0.4067231862277161,1.7095872395198572,9.174307279248094,29.186945979136283,50.90550919104203,25.06383114567908,108.29216908200804,36.14688682024311,70.58391521563078,1.3005866991090829,0.9348012705725144,0.9541420458788848,1.007909579422407,122.33497010390768,2.2046179617297668,0.11112172997181724,23.43232796134139,201.881091279942,140.84335472573153,229.94328852564868,2714.2166402707785,11.93198202092971
2019,9,20,Autumn,Tomato,6.222432600548044,0.9376815930432082,0.8268178242084225,5.791693122102979,68.8496033953306,93.60619544720755,4.224293293711943,27.474621997990244,32.35696224038558,442.1915627685693,0.7001502442448101,1.1315533463530438,1.1696216973739118,0.9348012705725144,104.27866371357483,-0.8827694153114347,-0.6004364548642728,14.053794424073828,280.729153659855,19.236363302426703,24.4658104149372,116.06086145338081,4.055055354031388
2018,10,2,Winter,Tomato,8.699935530986108,0.8725714766587106,2.6692488948069766,7.340461908168217,43.09044425922046,96.60591412418064,8.191647861745597,275.1940726386728,35.43403463491227,488.0700361298286,0.6674825822590698,0.9723550094647224,0.9955924167697467,1.1315533463530438,136.9869545728904,1.842431070598554,-0.03266766198574034,12.493257433712204,333.61517137134297,183.68725022725135,60.13047909427119,2254.292936695647,4.899630469438461
