Year,Month,Day,Season,Inflation_Rate,Exchange_Rate,GDP_Growth,Crop_Yield,Fertilizer_Price,Water_Availability,Temperature,Rainfall,Humidity,Transport_Cost,Demand_Index,Previous_Price,Food_Price,Previous_Lag,Rainfall_3m_avg,GDP_Growth_diff,Demand_Trend,Temperature_3m_avg,TransportCost_3m_avg,Rainfall_Demand,Temp_Crop,Rainfall_Temp,Yield_Demand
2016,4,14,Summer,4.452231428016921,0.5178146677653025,4.267756480394142,9.151468085359925,84.70395556009206,51.56067801693738,17.884250117396856,105.40678039647804,41.66371054364069,80.56679190027181,1.2196639255967114,5.614508809661969,5.321095482866936,9.38712415978543,124.78660385803232,-0.3614667685521722,0.5472677822982588,13.971045781120198,187.80360139558957,128.5608475628789,163.66714417995183,1885.1212246801372,11.161715489963107
2020,8,25,Autumn,6.074119387178088,0.7504639770149242,0.216553997707197,4.686530917132276,48.94146495380527,98.34327751466968,16.45392439787477,79.45987734407143,88.34892556688393,98.67215850583196,1.1144810082029823,3.75183538429154,3.546650394932059,5.614508809661969,78.09562013562224,-4.051202482686945,-0.10518291739372909,16.056133962722413,182.68472143922654,88.55652421410605,77.11182539879718,1307.4268144837536,5.223049701500027
2020,5,17,Summer,9.742225246851758,0.6910565362494472,5.527041356473634,6.920558032117584,61.94037764301893,76.32974712948946,7.180357268438021,104.95850826674356,39.68820142663322,278.99431313420064,1.1796751311406348,5.136283052914995,5.028574281493671,3.75183538429154,96.60838866909769,5.310487358766437,0.06519412293765248,13.839510594569882,152.74442118010145,123.81694200389612,49.69207916756262,753.6395877175243,8.164010204104684
2017,2,21,Summer,5.935465803401186,0.7378890897062388,-1.0052332685530372,9.415260497166912,73.65818603540806,65.16405130327226,-3.687319914166649,212.4972147233911,86.74050773304846,259.19191856945463,0.8512196306675697,2.679021209760541,2.761422357047191,5.136283052914995,132.30520011140206,-6.532274625026671,-0.32845550047306515,6.64898725071538,212.28613006982906,180.88180063473223,-34.71707752827014,-783.5452115545064,8.014454563037377
2014,6,8,Summer,8.022587660316642,0.1075273136891714,5.001068948969217,9.696467991530811,41.5551557042924,68.12916062973386,22.22957300067178,110.3541543428403,23.74812556248724,478.2111392479413,0.8138793734837649,6.727098837862804,6.643725573930697,2.679021209760541,142.603292444325,6.006302217522254,-0.03734025718380474,8.574203451647717,338.7991236505322,89.81496999788156,215.54834306641146,2453.1257298915693,7.891755293952477
2013,5,15,Summer,10.928168389990704,0.2959006596224824,5.767521996836948,6.07167232337638,42.201824392191405,53.32026767302487,12.808517343130948,166.57899678238206,69.64904081688691,475.1759538593318,1.1842096705883705,5.500831022040099,5.804448189745109,6.727098837862804,163.14345528287117,0.7664530478677314,0.3703302971046055,10.450256809878693,404.1930038922426,197.26445890660588,77.76912025577454,2133.629969288495,7.190133081986069
2017,2,27,Autumn,2.314891198979816,0.6955158595598708,-0.5827718142189955,5.622598442274614,94.6730501618764,99.46747570210196,8.440247082439736,29.979563116322893,57.24777936859026,400.8238891441093,0.7155432851045453,1.9297043003195191,2.014328976090255,5.500831022040099,102.3042380805151,-6.350293811055944,-0.4686663854838251,14.49277914208082,451.4036607504608,21.451675078252745,47.45612009813852,253.03492012536222,4.023212560208877
2017,11,14,Summer,3.747315255195195,0.5355904313617724,3.776528513630282,4.229554527428206,77.88276586648709,51.96459725753462,34.01234692737305,241.50530797038837,53.451395398591146,320.9458235573074,0.9196547448590052,2.778830030076538,2.5712663847433808,1.9297043003195191,146.02128928969776,4.359300327849278,0.20411145975445988,18.42037045098125,398.98188885358286,222.101502383603,143.85707593512953,8214.162319490923,3.8897298897892374
2012,11,18,Summer,4.945760755976464,0.1047821281015113,-1.6777158497760123,9.67097498552328,66.1749340978647,82.74535615739296,28.60344885091719,110.96658769443746,35.6446019979088,254.73214282685493,0.688174646052918,5.3166876057957415,4.836953975887436,2.778830030076538,127.48381959371625,-5.4542443634062945,-0.23148009880608722,23.68534762024333,325.5006185094239,76.3643922103196,276.62323833691477,3174.027115278659,6.655319787649107
2015,11,20,Spring,5.218281785388314,0.8240451781886401,1.2433826011132396,3.142514435782939,71.81760435364896,72.13679638532292,33.5994496767599,194.56024771000276,69.39170528435443,210.28034044778948,0.5083048411233297,8.988300916469726,9.66771141768366,5.3166876057957415,182.34404779160954,2.921098450889252,-0.17986980492958826,32.07174848501672,261.9861022773173,98.89591580114863,105.58675564358039,6537.117252030179,1.597355301008417
2014,3,7,Winter,5.110210752655457,0.7955286159613036,2.130266393581392,6.6386366083818,22.34395544827347,97.44581090943576,17.274225762060745,217.6168804985498,33.356664401241495,476.189396139,1.4700573600380693,6.0975164856798765,5.585119085999194,8.988300916469726,174.38123863433,0.8868837924681525,0.9617525189147396,26.492374763245948,313.73395980454814,319.9092968454181,114.67730752546845,3759.1631233673434,9.759176606769831
2011,9,3,Winter,10.07611002556555,0.5935772466942064,2.6451618072770726,4.260402140149111,69.44823724493574,62.29998701533976,0.8919063457049861,62.89827663351012,58.69892571893378,321.3089651411085,0.931702978656419,7.133815001876237,6.6320783562454775,6.0975164856798765,158.35846828068756,0.5148954136956805,-0.5383543813816503,17.255193928175213,335.92623390929936,58.60251169179682,3.7998797040540953,56.09937206333532,3.969429364251109
2017,7,12,Spring,8.140326444668563,0.1598169931986449,5.487497985988476,4.232066322782373,60.76070985793615,76.60434119690056,26.329964625457254,265.40249548600497,37.72717541281756,310.5826374586975,1.4693496144198253,4.051256947695188,3.664064770201685,7.133815001876237,181.97255087268832,2.8423361787114034,0.5376466357634062,14.832032244407664,369.36033291293535,389.9690544084208,111.43015657144885,6988.038317654589,6.218385019579407
2021,7,21,Spring,7.079052140907038,0.7898635445793262,3.378005498353557,5.239748699009508,63.65997438235485,74.11781042913765,4.273320097172885,184.8672754820859,86.89349658469493,154.3555047960117,0.6403235197678261,6.142702537398108,6.300368960750206,4.051256947695188,171.05601586720033,-2.109492487634919,-0.8290260946519992,10.498397022778377,262.08236913193923,118.37486452657757,22.391123419612807,789.9970436271938,3.3551343296486555
2023,11,24,Autumn,4.093727178627821,0.6253422289582276,1.850223609753896,9.990343486525235,48.75390614646537,85.14332220250506,14.855335109127257,128.61754252544443,22.004183568495694,71.01401804830088,1.087366779457486,5.026418403742607,5.109224186659761,6.142702537398108,192.96243783117845,-1.527781888599661,0.44704325968965986,15.152873277252468,178.65072010100334,139.85444299762875,148.40990034761913,1910.6566951279026,10.863167622617016
2015,6,28,Autumn,9.237903842212948,0.8037639794421633,4.477400290127115,2.4397304547185765,26.51791181703535,53.40051159762103,-2.0749644973000176,54.70055507346586,33.98097960778656,475.33486089179496,0.7009740327912396,6.932169213608447,7.607228934899559,5.026418403742607,122.7284576936654,2.6271766803732186,-0.38639274666624635,5.68456356966671,233.56812791203583,38.343668685766666,-5.062354076522674,-113.50170976004601,1.7101876957676854
2011,8,26,Autumn,10.550605114849889,0.7765722931562564,5.604262567635272,6.628334545628252,35.46713868896418,59.68945650116774,32.13887810903421,282.690281370362,36.96174244712134,191.18086648009427,1.2900741269632747,1.455180094711093,1.567791358935016,6.932169213608447,155.33612632309078,1.1268622775081578,0.5891000941720351,14.973082906953818,245.8432484733967,364.6914179398723,213.02723602784704,9085.348495570648,8.551042902171881
2021,4,3,Spring,9.211982825502265,0.8227018647620534,-1.8234708105416733,2.6605772642822174,96.05957705701374,60.72824100464249,0.6673288471375258,226.52046123948756,48.98474780374716,249.1650604960064,1.2837029887609752,5.439701946150632,5.342704637956692,1.455180094711093,187.97043256110513,-7.427733378176946,-0.006371138202299509,10.243747486290575,305.22692928929854,290.7849931086448,1.7754799584937646,151.16363825200784,3.4153909859885814
2014,8,20,Spring,1.015651051914729,0.5662072597641623,5.8601701780483095,3.236166639924152,52.69596498167472,86.90753774208449,35.63938781721894,62.40736881997466,36.29111693090375,101.58797461356808,0.6126071490393118,3.6639336262957034,3.569833435181093,5.439701946150632,190.53937047660807,7.683640988589983,-0.6710958397216634,22.815198257796894,180.6446338632229,38.23120029184951,115.33499792140317,2224.1604200272936,1.9824988191000639
2010,4,14,Summer,7.36401370183407,0.2262920663741635,-1.310942887490557,5.516503534183189,57.33465246646914,59.45693481633701,33.89037710177007,101.31323241726736,54.39443631881497,426.6159484591814,1.4120644528763893,3.935665551501183,3.775761061392822,3.6639336262957034,130.08035415890984,-7.171113065538867,0.7994573038370775,23.399031255375515,259.12299452291865,143.0608141024271,186.95638505671562,3433.5436520204667,7.789658544787053
2021,8,15,Autumn,1.5113538144210072,0.7040417260417198,4.515094234150091,6.08368105077153,24.21678318827512,78.67458819454883,15.906224399766074,242.902277426422,81.07258662809772,62.43432478516878,0.6946296472032246,9.648256884022553,8.97752341870593,3.935665551501183,135.54095955455466,5.826037121640648,-0.7174348056731646,28.478663106251698,196.87941595263942,168.7271232735753,96.76839597017663,3863.658131958902,4.225905221994371
2019,9,25,Autumn,3.5760722033372185,0.6584264065467735,0.2426780204112999,4.070339266916192,23.00529836351845,60.76219102504768,28.496569193679576,208.7032989646017,69.84443949864195,425.2958429445934,1.1129773415893602,2.644253314402445,2.4528536162891346,9.648256884022553,184.30626960276368,-4.272416213738791,0.4183476943861356,26.097723565071913,304.78203872964787,232.28204286255186,115.99070456142827,5947.327999893967,4.530195376659169
2015,3,14,Autumn,1.5952470034777169,0.7680278684791785,-0.942562737969026,4.5316570469953295,77.37451576374062,93.08124750419891,22.8750283218169,229.7352878147173,60.597338637457774,113.12825575458506,1.485633620087704,3.801207273207372,3.5216541044892256,2.644253314402445,227.11362140191366,-1.185240758380326,0.3726562784983438,22.425940638420855,200.28614116144908,341.3024672980691,103.6617832947793,5255.201215282415,6.732382063723626
2022,3,7,Winter,7.037954529493877,0.2528929054456618,1.5188451177106792,2.6957361620474645,63.0475731296889,97.10927272448193,31.13840390519852,132.36033066387972,26.230222458787576,448.9538506840185,1.3823965347663638,5.589033181577846,5.157688096304982,3.801207273207372,190.2663058143996,2.461407855679705,-0.10323708532134024,27.503333806898336,329.1259831277323,182.97446245027743,83.94092143568363,4121.489437237519,3.726576329058792
2021,11,17,Summer,7.865899134926067,0.2754776799102603,3.151652635580908,4.425758270754004,60.69647873730133,75.92464874711203,14.431229535366043,214.94287879265008,68.57944758724929,378.3976868012708,1.456563928561169,8.767242533346613,8.312243761603929,5.589033181577846,192.3461657570824,1.6328075178702286,0.07416739379480508,22.814887254127157,313.49326441329146,313.0780439504696,63.86913347329573,3101.8900208490954,6.4463998537115375
2018,2,12,Autumn,2.144876380659051,0.9013685654973956,1.0476147601878,9.732467515044352,39.449962433813496,67.61544421045892,30.36138179099575,115.9481168591741,31.64899990176579,124.1016181282873,0.8425987712181194,4.750030748857334,4.566364758711054,8.767242533346613,154.4171087719013,-2.1040378753931077,-0.6139651573430495,25.310338410520107,317.15105187119224,97.69774079059502,295.49116199272527,3520.3450439083763,8.200565169096635
2010,10,20,Autumn,4.838388830449794,0.7749800186068637,-1.5634767337384083,9.557659053379854,79.58005853039379,61.70288875087496,15.810556767931658,63.37887508145893,75.04571701731885,304.61809678676065,0.6055756422194634,7.694787527993539,8.405137949900409,4.750030748857334,131.4232902444277,-2.6110914939262084,-0.23702312899865607,20.201056031431154,269.03913390543954,38.38070298060163,151.11191103199815,1002.0553023630556,5.787885519365173
2020,3,4,Autumn,5.562365089555421,0.9174056398302908,2.795689117269733,4.67902632109588,33.458926328679354,52.48905007615219,37.343460452925726,189.803110452408,37.50397309571072,190.69534145984875,0.6883468732894501,8.707366883933222,8.844025961342902,7.694787527993539,123.04336746434701,4.359165851008141,0.08277123106998674,27.838466337284384,206.4716854582989,130.6503776205272,174.73103438004253,7087.904949021791,3.2207931381653876
2020,3,9,Winter,4.690530217609166,0.7828437890475286,5.219226208885398,6.566831490230093,35.1947794928816,63.42500380987477,16.88674453713164,292.80417767963826,49.19341098246306,130.20489451021257,1.000494895076614,3.790147202396641,4.159759154531027,8.707366883933222,181.99538773783505,2.423537091615665,0.31214802178716383,23.346920585996344,208.50611091894064,292.9490850255839,110.89240579390705,4944.509347880954,6.5700813828035605
2019,5,6,Winter,2.2102500048519307,0.6374397753912717,1.0657229275780136,9.276763128887556,56.85697370786204,82.7117889972659,15.817867237017827,93.18029141859888,44.53291416225496,436.6319897349988,1.293229678273322,4.5347516518483895,4.41908550804583,3.790147202396641,191.92919318354836,-4.153503281307384,0.292734783196708,23.34935740902507,252.5107419016867,120.50351829268901,146.73860756200546,1473.9134787660287,11.996985396589068
2021,5,16,Spring,5.1894779018747546,0.6887194633250863,-0.2693377789533837,2.0494705811271734,42.90238896895527,76.68084656546054,30.328233770358075,138.2908776637619,80.11697402723998,231.5852449282532,0.6501536441838752,4.209006013195206,4.173336061549132,4.5347516518483895,174.75844892066638,-1.3350607065313973,-0.6430760340894467,21.010948514835853,266.1407097244882,89.91031807048128,62.15682288989653,4194.118066094561,1.3324707669674762
2021,2,25,Summer,8.51178047808418,0.900215131546009,1.5406187674625231,8.485468562700735,39.79703849865171,97.20206391404636,31.970996129237705,202.20041132095608,28.85811210993857,229.3446714644221,1.159731532260757,8.49570227756129,8.19763678058881,4.209006013195206,144.5571934677723,1.8099565464159069,0.5095778880768819,26.03903237887121,299.18730204255803,234.49819284500774,271.28888257287343,6464.548567672558,9.840865458171407
2023,12,28,Spring,1.7100766453325549,0.6209260790607465,-1.613098311609753,9.586956422311353,71.61901156426653,69.81386312458503,19.95201014445269,162.45188463674637,59.5951417669352,126.449003662979,0.8235776040395119,1.3991217575824104,1.31038600013667,8.49570227756129,167.6477245404881,-3.153717079072276,-0.33615392822124524,27.417080014682828,195.79297335188474,133.79173392083476,191.27905179238198,3241.2416502578217,7.895602600318394
2023,10,22,Summer,1.8018001408190345,0.6691521918955486,4.563900675842199,2.7306058746684565,72.07773961748356,84.69316711641973,3.090901607278393,253.0283387127148,29.94431266101436,222.3795542386004,0.8412020723921535,3.77578979945812,3.5063227881661057,1.3991217575824104,205.89354489013908,6.176998987451952,0.017624468352641642,18.33796929365627,192.7244097886672,212.84796289907945,8.440034086856555,782.0856988141118,2.2969913206572947
2023,6,22,Winter,4.547712918359842,0.2408290444032405,4.610726487601494,3.2915814882633683,85.96136558399434,74.46613737375607,16.049120393091076,228.5228119408548,69.33570852925307,442.22758084798255,1.1619177301579264,7.1146770183561685,7.747995966354526,3.77578979945812,214.6676784301053,0.04682581175929457,0.32071565776577293,13.03067738160739,263.68537958318734,265.5247069396247,52.8269875888087,3667.5901214064897,3.824546891472822
2012,5,21,Autumn,10.417257116189251,0.5265290981044924,2.704003707437028,9.685970422170843,53.41668535783807,75.62881079621059,38.563262630935526,17.489161158707113,83.35546894561368,213.40791972033617,0.9669994195332202,6.088991496088084,6.681828716423578,7.1146770183561685,166.34677060409223,-1.9067227801644662,-0.19491831062470621,19.234428210435002,292.6716849356397,16.912008688592717,373.5226212256477,674.4391149579791,9.366327775855146
2021,6,21,Spring,7.685726467229139,0.744757400762289,0.8248231115071158,6.30032114912277,25.84680728209202,63.388715730205874,28.88437868676333,299.5263701771322,50.42253577070774,478.2216031249046,1.312033293025994,4.926604233643248,4.4781940734050645,6.088991496088084,181.8461144255647,-1.879180595929912,0.3450338734927737,27.83225390359665,377.9523678977411,392.9885698116256,181.98086191948602,8651.633102867941,8.266231104404863
2016,1,2,Autumn,7.786699566725648,0.3438484284847288,4.398266915566267,2.1135730757737896,41.893310793716616,72.74753884209998,31.50231717456095,225.72073611584017,54.16645821854832,475.83900464377433,0.655918509662827,5.85953404499246,5.4497719947962056,4.926604233643248,180.9120891505598,3.573443804059151,-0.6561147833631669,32.983319497419934,389.15617582967167,148.05440883309814,66.58244940463827,7110.726221996571,1.3863317019250214
2013,5,24,Spring,4.61919990837865,0.2820287624720814,2.437496198306937,4.061055990108233,98.40043705574536,73.53924985063537,-3.5228525531341943,259.170994888234,84.91959855379336,115.2043966883057,1.2899482697670384,2.7782612724548645,2.735767261927684,5.85953404499246,261.47270039373547,-1.9607707172593298,0.6340297601042113,18.954614436063366,356.4216681523282,334.3171764298794,-14.306501463173703,-913.0212010403444,5.238552147867182
2018,9,8,Winter,6.9366079120853845,0.382444127401974,4.60745846840013,5.599549394150877,67.70068601861617,85.3321260874467,16.053675818537194,195.35931362860396,56.469397205455,129.79006408519018,0.5642352480574209,4.876449594472094,4.570533796056137,2.7782612724548645,226.75034821089267,2.1699622700931926,-0.7257130217096175,14.677713479987988,240.27782180575676,110.22861078556284,89.89335070358453,3136.235089125543,3.1594631414185006
2012,12,11,Winter,1.1013118402774338,0.3173505651935501,3.051670340664165,7.543271288198142,76.77896678408162,97.0319999593057,24.09795101458999,256.8855384140287,54.131890663469264,438.2033316493501,0.694053880245605,5.515326857587142,5.365178033412374,4.876449594472094,237.1386156436222,-1.5557881277359646,0.12981863218818412,12.209591426664337,227.732597474282,178.29240471523804,181.77738199276195,6190.415121057839,5.235436707319184
2014,10,13,Winter,7.360960464095422,0.2934213733327563,4.275243785702378,7.865283025094397,20.58862637003316,66.46606387412521,32.351470763263364,33.714892478612825,60.48303718930129,226.74241351612363,1.1561497145031654,9.110702097591416,8.434863564923786,5.515326857587142,161.9865815070818,1.2235734450382134,0.4620958342575604,24.167699198796857,264.91193641688795,38.979463313653135,254.453473831133,1090.7263583084107,9.09344472394948
2012,2,17,Spring,10.132869475762368,0.4823657585812783,2.78850394574208,9.96337210340365,61.45645857460167,52.11002342906493,-2.782685588775284,104.32135066779468,68.24608154540664,51.9682920273542,1.3549256565110712,3.347516465235787,3.3184009431521897,9.110702097591416,131.64059385347872,-1.4867398399602982,0.19877594200790583,17.88891206302603,238.97134573094263,141.34767454168338,-27.724931967747025,-290.2935191048451,13.499628488268282
2016,1,8,Summer,7.125734683448192,0.9170546624951806,1.3131285457253297,4.300089595070072,23.00229260254425,74.81475627503198,33.35974985388429,262.92628308134783,27.4818362560922,173.24231886741694,0.752679627739349,8.810456519484394,8.408161588003408,3.347516465235787,133.65417540925176,-1.4753754000167505,-0.6022460287717222,20.976178342790792,150.65100813696492,197.8992568725596,143.44991324082818,8771.155033605333,3.23658983566319
2014,10,21,Spring,9.736985934663451,0.5563536820648465,5.6635668794091005,6.305760814947802,65.53841696731584,77.22306660745843,19.678042153386027,60.49656338006767,77.47773694190613,318.933046938002,0.8271916058289129,6.7981726074338376,6.596817608785655,8.810456519484394,142.58139904307004,4.350438333683771,0.07451197808956389,16.75170213949835,181.38121927759107,50.04224940948878,124.08502712571267,1190.453924327961,5.216072414489707
2018,11,18,Summer,8.239730554660937,0.2691283427337907,2.328910599030758,6.26658838287684,93.66166797088604,58.422027556595765,3.879128675922697,23.47262957400682,50.48535192172815,409.6696846819856,1.03712074828674,1.1830674796084089,1.0870763778198118,6.7981726074338376,115.63182534514077,-3.3346562803783426,0.209929142457827,18.97230689439768,300.61501682913485,24.343951148051417,24.30890269622159,91.05335047984101,6.49920883285422
2016,9,18,Spring,2.2055841640369023,0.1692745024427867,2.840716148324307,5.2451620755779,97.47353044003265,88.02323031380334,9.2764847402365,236.4356819835657,25.064395692823982,110.0248776919668,0.7115728064893023,7.521682032094542,7.413562442177516,1.1830674796084089,106.80162497921337,0.5118055492935492,-0.3255479417974376,10.944551856515082,279.5425364373181,168.24120178325802,48.6566659541656,2193.291995967957,3.7323146986102205
2011,10,14,Spring,10.024533072858418,0.7265405306241327,-0.236098884682006,3.3532951507393616,63.244214031113934,99.24645542207458,7.686829828820233,250.64584669298887,75.03278684387492,99.7436139875309,1.3111562615875056,1.3199668979414958,1.4475437078710085,7.521682032094542,170.1847194168538,-3.076815033006313,0.5995834550982033,6.9474810816598165,206.4793921204944,328.63587133241435,25.776209189541564,1926.67197082957,4.396693933842933
2013,9,15,Winter,1.6644384435577488,0.4445188879927491,3.005206315418212,9.81965250547074,56.65638442017728,97.28873585042304,18.88865654298141,48.79566545697018,46.38649801803905,464.9416941075492,1.2736366450057608,9.976430141324318,9.634903111265691,1.3199668979414958,178.62573137784156,3.241305200100218,-0.03751961658174485,11.950657037346053,224.90339526234894,62.14794764343899,185.48004354726368,921.6845656029316,12.506669272190168
2018,9,6,Autumn,6.3396747254776376,0.8396478519268233,2.5728611958635508,8.826537493332689,95.60136753987952,59.85530194118261,-2.674144403999068,256.30379483481465,27.02572465665377,388.0167655201622,0.6452917119657816,8.85373018922078,9.520290836176573,9.976430141324318,185.2484356615912,-0.43234511955466104,-0.6283449330399792,7.967113989267531,317.56735787174745,165.390714552284,-23.60343584448357,-685.3933586812449,5.695691489802809
2021,6,11,Autumn,2.4213712379345766,0.6935596917766932,-0.5212928164238004,5.986664226353898,73.8887865597356,93.76816199503804,2.134127132496559,206.03033867915087,64.36453276802754,315.4008203501353,0.963829731816632,3.676093727860411,3.928420170246393,8.85373018922078,170.37659965697856,-3.094154012287351,0.3185380198508504,6.116213090492972,389.4530933259489,198.57816607521585,12.776302558608373,439.6949358926311,5.770124975762902
2023,8,13,Summer,1.1170661073090409,0.8166173054872317,-1.5233032211748505,6.825963381472239,25.191942363072755,85.22468182058424,31.571186951910207,156.02480496497515,81.60919474035492,396.1340554981677,1.2748277666546213,3.316701071770349,3.6165695998641834,3.676093727860411,206.1196461596469,-1.00201040475105,0.31099803483798927,10.343723226802572,366.5172137894884,198.90475365622214,215.50376604335324,4925.888286684558,8.701927652868482
2011,11,25,Autumn,5.22034260127639,0.3447514354766039,2.8348745577181687,3.8180884284772985,57.25804621339981,72.69232819034558,0.967179583606498,249.0750578344155,82.14274565897904,242.9844625879873,0.8373295311034148,4.43296973895048,4.690179076722823,3.316701071770349,203.71006715951384,4.358177778893019,-0.4374982355512065,11.557497889337759,318.1731128120968,208.55790138604706,3.692777176427462,240.9003107230544,3.19699819352827
2019,1,1,Spring,3.950407076541562,0.7231230302149523,4.109538154802564,6.350296563133975,39.21960147714431,77.03054971623645,5.502832125615713,125.77477479568974,87.03644323662812,391.30508628910695,1.1331068227177317,4.205502687829988,4.339739664862985,4.43296973895048,176.95821253169345,1.2746635970843956,0.2957772916143169,12.680399553710812,343.47453479175397,142.51625544678222,34.94461593480069,692.117471337803,7.19556436196807
2018,10,28,Spring,5.86000493797603,0.3376557862243469,2.187210967376066,7.5597610649718066,57.58434571589453,92.4800087491229,15.401677252187078,58.19818686701916,80.73938218366817,217.3113460735411,0.5502131214575727,4.35104036546843,4.661343027574789,4.205502687829988,144.3493398323748,-1.9223271874264984,-0.5828937012601589,7.290562987136435,283.8669649835451,32.02140605927373,116.43300002634582,896.3496907883017,4.159479733031562
2019,4,6,Winter,6.771998867345508,0.9451616315052624,-0.1858189974428343,6.12133622709271,56.43724576050894,74.00674698191867,18.27043996509987,85.4558029831841,20.149864354183265,159.84255762167106,1.108688760529318,3.864488915075324,3.5365056295447395,4.35104036546843,89.80958821529765,-2.3730299648189,0.5584756390717454,13.058316447634226,256.1529966614397,94.74388828946398,111.83950604328832,1561.3151180736677,6.786656674398629
2014,1,9,Winter,1.4373907230894736,0.672736853380037,3.3321758135442794,9.922281364679533,66.57158422517936,68.66036845525635,29.36247158263714,151.54920548799444,46.61688164893732,378.0560395818359,0.652652980000607,6.590200661634983,6.541209976130792,3.864488915075324,98.40106511273255,3.5179948109871138,-0.4560357805287111,21.011529599974704,251.73664775901602,98.90904057846392,291.34270460533287,4449.859239512473,6.4758065010625865
